NAME,TYPE,SUBTYPE,CR,SOURCE,LINK
Githzerai Enlightened,Humanoid,gith,10,MTF,https://5e.tools/bestiary.html#githzerai%20enlightened_mtf
Githzerai Monk,Humanoid,gith,2,MM,https://5e.tools/bestiary.html#githzerai%20monk_mm
Githzerai Zerth,Humanoid,gith,6,MM,https://5e.tools/bestiary.html#githzerai%20zerth_mm
Glabbagool,Ooze,,2,OotA,https://5e.tools/bestiary.html#glabbagool_oota
Glabrezu,Fiend,demon,9,MM,https://5e.tools/bestiary.html#glabrezu_mm
Gladiator,Humanoid,any race,5,MM,https://5e.tools/bestiary.html#gladiator_mm
Gloamwing,Undead,,8,GGR,https://5e.tools/bestiary.html#gloamwing_ggr
Gloine Nathair-Nathair,Undead,,6,IMR,https://5e.tools/bestiary.html#gloine%20nathair-nathair_imr
Gloom Weaver,Humanoid,elf,9,MTF,https://5e.tools/bestiary.html#gloom%20weaver_mtf
Gloomstalker,Monstrosity,,6,EGW,https://5e.tools/bestiary.html#gloomstalker_egw
Glyster,Dragon,,15,WDMM,https://5e.tools/bestiary.html#glyster_wdmm
Gnoll,Humanoid,gnoll,1/2,MM,https://5e.tools/bestiary.html#gnoll_mm
Gnoll Fang of Yeenoghu,Fiend,gnoll,4,MM,https://5e.tools/bestiary.html#gnoll%20fang%20of%20yeenoghu_mm
Gnoll Flesh Gnawer,Humanoid,gnoll,1,VGM,https://5e.tools/bestiary.html#gnoll%20flesh%20gnawer_vgm
Gnoll Hunter,Humanoid,gnoll,1/2,VGM,https://5e.tools/bestiary.html#gnoll%20hunter_vgm
Gnoll Pack Lord,Humanoid,gnoll,2,MM,https://5e.tools/bestiary.html#gnoll%20pack%20lord_mm
Gnoll Vampire,Undead,shapechanger,8,IDRotF,https://5e.tools/bestiary.html#gnoll%20vampire_idrotf
Gnoll Witherling,Undead,,1/4,VGM,https://5e.tools/bestiary.html#gnoll%20witherling_vgm
Gnome Ceremorph,Aberration,,5,IDRotF,https://5e.tools/bestiary.html#gnome%20ceremorph_idrotf
Gnome Squidling,Aberration,,1/2,IDRotF,https://5e.tools/bestiary.html#gnome%20squidling_idrotf
Goat,Beast,,0,MM,https://5e.tools/bestiary.html#goat_mm
Goblin,Humanoid,goblinoid,1/4,MM,https://5e.tools/bestiary.html#goblin_mm
Goblin Boss,Humanoid,goblinoid,1,MM,https://5e.tools/bestiary.html#goblin%20boss_mm
Goblin Commoner,Humanoid,goblinoid,0,TftYP,https://5e.tools/bestiary.html#goblin%20commoner_tftyp
Goblin Gang Member,Humanoid,goblinoid,1/4,KKW,https://5e.tools/bestiary.html#goblin%20gang%20member_kkw
Gold Dragon Wyrmling,Dragon,,3,MM,https://5e.tools/bestiary.html#gold%20dragon%20wyrmling_mm
Gold-Forged Sentinel,Construct,,5,MOT,https://5e.tools/bestiary.html#gold-forged%20sentinel_mot
Golden Stag,Beast,,1/4,HotDQ,https://5e.tools/bestiary.html#golden%20stag_hotdq
Golgari Shaman,Humanoid,elf,5,GGR,https://5e.tools/bestiary.html#golgari%20shaman_ggr
Goliath Warrior,Humanoid,goliath,3,IDRotF,https://5e.tools/bestiary.html#goliath%20warrior_idrotf
Goliath Werebear,Humanoid,"goliath, shapechanger",8,IDRotF,https://5e.tools/bestiary.html#goliath%20werebear_idrotf
Gondolo,Humanoid,halfling,1/2,ToA,https://5e.tools/bestiary.html#gondolo_toa
Gorgon,Monstrosity,,5,MM,https://5e.tools/bestiary.html#gorgon_mm
Goristro,Fiend,demon,17,MM,https://5e.tools/bestiary.html#goristro_mm
Gorka Tharn,Undead,,15,WDMM,https://5e.tools/bestiary.html#gorka%20tharn_wdmm
Gorthok the Thunder Boar,Monstrosity,,6,DIP,https://5e.tools/bestiary.html#gorthok%20the%20thunder%20boar_dip
Gorvan Ironheart,Humanoid,dwarf,2,TftYP,https://5e.tools/bestiary.html#gorvan%20ironheart_tftyp
Gorzil's Gang Troglodyte,Humanoid,troglodyte,1/4,WDMM,https://5e.tools/bestiary.html#gorzil's%20gang%20troglodyte_wdmm
Grabstab,Humanoid,goblinoid,1,ToA,https://5e.tools/bestiary.html#grabstab_toa
Grandfather Oak,Plant,,9,IMR,https://5e.tools/bestiary.html#grandfather%20oak_imr
Grandfather Zitembe,Humanoid,human,2,ToA,https://5e.tools/bestiary.html#grandfather%20zitembe_toa
Grandolpha Muzgardt,Humanoid,dwarf,2,IDRotF,https://5e.tools/bestiary.html#grandolpha%20muzgardt_idrotf
Gray Ooze,Ooze,,1/2,MM,https://5e.tools/bestiary.html#gray%20ooze_mm
Gray Render,Monstrosity,,12,MTF,https://5e.tools/bestiary.html#gray%20render_mtf
Gray Slaad,Aberration,shapechanger,9,MM,https://5e.tools/bestiary.html#gray%20slaad_mm
Graz'zt,Fiend,"demon, shapechanger",24,MTF,https://5e.tools/bestiary.html#graz'zt_mtf
Grazilaxx,Aberration,,7,OotA,https://5e.tools/bestiary.html#grazilaxx_oota
Great Chief Halric Bonesnapper,Humanoid,human,2,SKT,https://5e.tools/bestiary.html#great%20chief%20halric%20bonesnapper_skt
Great Ulfe,Giant,,2,TftYP,https://5e.tools/bestiary.html#great%20ulfe_tftyp
Greater Star Spawn Emissary,Aberration,,21,VRGR,https://5e.tools/bestiary.html#greater%20star%20spawn%20emissary_vrgr
Greater Zombie,Undead,,5,TftYP,https://5e.tools/bestiary.html#greater%20zombie_tftyp
Green Abishai,Fiend,devil,15,MTF,https://5e.tools/bestiary.html#green%20abishai_mtf
Green Dragon Wyrmling,Dragon,,2,MM,https://5e.tools/bestiary.html#green%20dragon%20wyrmling_mm
Green Guard Drake,Dragon,,2,VGM,https://5e.tools/bestiary.html#green%20guard%20drake_vgm
Green Hag,Fey,,3,MM,https://5e.tools/bestiary.html#green%20hag_mm
Green Slaad,Aberration,shapechanger,8,MM,https://5e.tools/bestiary.html#green%20slaad_mm
Grell,Aberration,,3,MM,https://5e.tools/bestiary.html#grell_mm
Gremishka,Monstrosity,,1/8,VRGR,https://5e.tools/bestiary.html#gremishka_vrgr
Gremlin,Beast,,1/2,PSK,https://5e.tools/bestiary.html#gremlin_psk
Grenl,Humanoid,goblinoid,1/4,TftYP,https://5e.tools/bestiary.html#grenl_tftyp
Grick,Monstrosity,,2,MM,https://5e.tools/bestiary.html#grick_mm
Grick Alpha,Monstrosity,,7,MM,https://5e.tools/bestiary.html#grick%20alpha_mm
Griffon,Monstrosity,,2,MM,https://5e.tools/bestiary.html#griffon_mm
Griffon Cavalry Rider,Humanoid,any race,2,WDH,https://5e.tools/bestiary.html#griffon%20cavalry%20rider_wdh
Grimlock,Humanoid,grimlock,1/4,MM,https://5e.tools/bestiary.html#grimlock_mm
Grinda Garloth,Humanoid,human,6,WDH,https://5e.tools/bestiary.html#grinda%20garloth_wdh
Grippli Warrior,Humanoid,grippli,1/4,CM,https://5e.tools/bestiary.html#grippli%20warrior_cm
Grisha,Humanoid,Damaran human,2,OotA,https://5e.tools/bestiary.html#grisha_oota
Grum'shar,Humanoid,half-orc,1/4,WDH,https://5e.tools/bestiary.html#grum'shar_wdh
Grumink the Renegade,Humanoid,dwarf,8,PotA,https://5e.tools/bestiary.html#grumink%20the%20renegade_pota
Grung,Humanoid,grung,1/4,VGM,https://5e.tools/bestiary.html#grung_vgm
Grung Elite Warrior,Humanoid,grung,2,VGM,https://5e.tools/bestiary.html#grung%20elite%20warrior_vgm
Grung Wildling,Humanoid,grung,1,VGM,https://5e.tools/bestiary.html#grung%20wildling_vgm
Grunka,Humanoid,goblinoid,1/2,OoW,https://5e.tools/bestiary.html#grunka_oow
Grutha,Giant,,5,TftYP,https://5e.tools/bestiary.html#grutha_tftyp
Guard,Humanoid,any race,1/8,MM,https://5e.tools/bestiary.html#guard_mm
Guard Drake,Dragon,,2,HotDQ,https://5e.tools/bestiary.html#guard%20drake_hotdq
Guardian Giant,Giant,,8,GGR,https://5e.tools/bestiary.html#guardian%20giant_ggr
Guardian Naga,Monstrosity,,10,MM,https://5e.tools/bestiary.html#guardian%20naga_mm
Guardian Portrait,Construct,,1,CoS,https://5e.tools/bestiary.html#guardian%20portrait_cos
Guardian Wolf,Monstrosity,,4,EGW,https://5e.tools/bestiary.html#guardian%20wolf_egw
Gundren Rockseeker,Humanoid,dwarf,0,LMoP,https://5e.tools/bestiary.html#gundren%20rockseeker_lmop
Gunvald Halraggson,Humanoid,human,5,IDRotF,https://5e.tools/bestiary.html#gunvald%20halraggson_idrotf
Guthash,Beast,,1/4,TftYP,https://5e.tools/bestiary.html#guthash_tftyp
Gynosphinx,Monstrosity,,11,MM,https://5e.tools/bestiary.html#gynosphinx_mm
Hadrosaurus,Beast,,1/4,VGM,https://5e.tools/bestiary.html#hadrosaurus_vgm
Hag of the Fetid Gaze,Fey,,5,CM,https://5e.tools/bestiary.html#hag%20of%20the%20fetid%20gaze_cm
Halaster Blackcloak,Humanoid,human,23,WDMM,https://5e.tools/bestiary.html#halaster%20blackcloak_wdmm
Halaster Horror,Construct,,4,WDMM,https://5e.tools/bestiary.html#halaster%20horror_wdmm
Halaster Puppet,Construct,,—,WDMM,https://5e.tools/bestiary.html#halaster%20puppet_wdmm
Half-Blue Dragon Gladiator,Humanoid,any race,5,RoT,https://5e.tools/bestiary.html#half-blue%20dragon%20gladiator_rot
Half-Green Dragon Assassin,Humanoid,any race,8,RoT,https://5e.tools/bestiary.html#half-green%20dragon%20assassin_rot
Half-Ogre (Ogrillon),Giant,,1,MM,https://5e.tools/bestiary.html#half-ogre%20(ogrillon)_mm
Half-Red Dragon Gladiator,Humanoid,any race,5,RoT,https://5e.tools/bestiary.html#half-red%20dragon%20gladiator_rot
Half-Red Dragon Veteran,Humanoid,human,5,MM,https://5e.tools/bestiary.html#half-red%20dragon%20veteran_mm
Hare,Beast,,0,IDRotF,https://5e.tools/bestiary.html#hare_idrotf
Harkina Hunt,Humanoid,human,0,BGDIA,https://5e.tools/bestiary.html#harkina%20hunt_bgdia
Harpy,Monstrosity,,1,MM,https://5e.tools/bestiary.html#harpy_mm
Harpy,Monstrosity,,1,PSX,https://5e.tools/bestiary.html#harpy_psx
Harpy Matriarch,Monstrosity,,5,GoS,https://5e.tools/bestiary.html#harpy%20matriarch_gos
Harshnag,Giant,,9,SKT,https://5e.tools/bestiary.html#harshnag_skt
Hashalaq Quori,Aberration,,9,ERLW,https://5e.tools/bestiary.html#hashalaq%20quori_erlw
Haungharassk,Beast,,0,WDMM,https://5e.tools/bestiary.html#haungharassk_wdmm
Hawk,Beast,,0,MM,https://5e.tools/bestiary.html#hawk_mm
Headless Iron Golem,Construct,,10,IDRotF,https://5e.tools/bestiary.html#headless%20iron%20golem_idrotf
Hedrun Arnsfirth,Undead,,3,TftYP,https://5e.tools/bestiary.html#hedrun%20arnsfirth_tftyp
Helga Ruvak,Undead,,5,CoS,https://5e.tools/bestiary.html#helga%20ruvak_cos
Hell Hound,Fiend,,3,MM,https://5e.tools/bestiary.html#hell%20hound_mm
Hellenhild,Giant,,8,SKT,https://5e.tools/bestiary.html#hellenhild_skt
Hellenrae,Humanoid,human,5,PotA,https://5e.tools/bestiary.html#hellenrae_pota
Hellfire Engine,Construct,,16,MTF,https://5e.tools/bestiary.html#hellfire%20engine_mtf
Hellwasp,Fiend,,5,BGDIA,https://5e.tools/bestiary.html#hellwasp_bgdia
Hellwasp Grub,Beast,,1/4,BGDIA,https://5e.tools/bestiary.html#hellwasp%20grub_bgdia
Helmed Horror,Construct,,4,MM,https://5e.tools/bestiary.html#helmed%20horror_mm
Hengar Aesnvaard,Humanoid,human,5,IDRotF,https://5e.tools/bestiary.html#hengar%20aesnvaard_idrotf
Henrik van der Voort,Humanoid,human,0,CoS,https://5e.tools/bestiary.html#henrik%20van%20der%20voort_cos
Hester Barch,Humanoid,human,1/4,WDH,https://5e.tools/bestiary.html#hester%20barch_wdh
Hew Hackinstone,Humanoid,dwarf,2,ToA,https://5e.tools/bestiary.html#hew%20hackinstone_toa
Hezrou,Fiend,demon,8,MM,https://5e.tools/bestiary.html#hezrou_mm
Hill Giant,Giant,,5,MM,https://5e.tools/bestiary.html#hill%20giant_mm
Hill Giant Sergeant,Giant,,5,TftYP,https://5e.tools/bestiary.html#hill%20giant%20sergeant_tftyp
Hill Giant Servant,Giant,,2,TftYP,https://5e.tools/bestiary.html#hill%20giant%20servant_tftyp
Hill Giant Subchief,Giant,,7,TftYP,https://5e.tools/bestiary.html#hill%20giant%20subchief_tftyp
Hippocamp,Monstrosity,,1/2,MOT,https://5e.tools/bestiary.html#hippocamp_mot
Hippogriff,Monstrosity,,1,MM,https://5e.tools/bestiary.html#hippogriff_mm
Hippopotamus,Beast,,4,PSA,https://5e.tools/bestiary.html#hippopotamus_psa
Hlam,Humanoid,human,16,WDH,https://5e.tools/bestiary.html#hlam_wdh
Hobgoblin,Humanoid,goblinoid,1/2,MM,https://5e.tools/bestiary.html#hobgoblin_mm
Hobgoblin Captain,Humanoid,goblinoid,3,MM,https://5e.tools/bestiary.html#hobgoblin%20captain_mm
Hobgoblin Devastator,Humanoid,goblinoid,4,VGM,https://5e.tools/bestiary.html#hobgoblin%20devastator_vgm
Hobgoblin Iron Shadow,Humanoid,goblinoid,2,VGM,https://5e.tools/bestiary.html#hobgoblin%20iron%20shadow_vgm
Hobgoblin Warlord,Humanoid,goblinoid,6,MM,https://5e.tools/bestiary.html#hobgoblin%20warlord_mm
Hollyphant,Celestial,,5,BGDIA,https://5e.tools/bestiary.html#hollyphant_bgdia
Homarid,Monstrosity,,1,PSD,https://5e.tools/bestiary.html#homarid_psd
Homunculus,Construct,,0,MM,https://5e.tools/bestiary.html#homunculus_mm
Homunculus Servant,Construct,,—,TCE,https://5e.tools/bestiary.html#homunculus%20servant_tce
Hook Horror,Monstrosity,,3,MM,https://5e.tools/bestiary.html#hook%20horror_mm
Hook Horror Spore Servant,Plant,,3,OotA,https://5e.tools/bestiary.html#hook%20horror%20spore%20servant_oota
Horizonback Tortoise,Monstrosity,,7,EGW,https://5e.tools/bestiary.html#horizonback%20tortoise_egw
Horncaller,Humanoid,any race,1,GGR,https://5e.tools/bestiary.html#horncaller_ggr
Horned Devil,Fiend,devil,11,MM,https://5e.tools/bestiary.html#horned%20devil_mm
Horned Sister,Humanoid,tiefling,6,WDMM,https://5e.tools/bestiary.html#horned%20sister_wdmm
Host of Herons Angel,Celestial,,10,PSI,https://5e.tools/bestiary.html#host%20of%20herons%20angel_psi
Howler,Fiend,,8,MTF,https://5e.tools/bestiary.html#howler_mtf
Howling Hatred Initiate,Humanoid,human,1/8,PotA,https://5e.tools/bestiary.html#howling%20hatred%20initiate_pota
Howling Hatred Priest,Humanoid,human,2,PotA,https://5e.tools/bestiary.html#howling%20hatred%20priest_pota
Hrabbaz,Humanoid,half-orc,5,WDH,https://5e.tools/bestiary.html#hrabbaz_wdh
Huge Giant Crab,Beast,,8,TftYP,https://5e.tools/bestiary.html#huge%20giant%20crab_tftyp
Huge Gray Ooze,Ooze,,8,WDMM,https://5e.tools/bestiary.html#huge%20gray%20ooze_wdmm
Huge Ochre Jelly,Ooze,,2,TftYP,https://5e.tools/bestiary.html#huge%20ochre%20jelly_tftyp
Huge Polar Bear,Beast,,2,TftYP,https://5e.tools/bestiary.html#huge%20polar%20bear_tftyp
Huge Stone Golem,Construct,,10,SKT,https://5e.tools/bestiary.html#huge%20stone%20golem_skt
Hulil Lutan,Humanoid,dwarf,2,EGW,https://5e.tools/bestiary.html#hulil%20lutan_egw
Hulking Crab,Beast,,5,SKT,https://5e.tools/bestiary.html#hulking%20crab_skt
Hundred-Handed One,Giant,,15,MOT,https://5e.tools/bestiary.html#hundred-handed%20one_mot
Hunter Shark,Beast,,2,MM,https://5e.tools/bestiary.html#hunter%20shark_mm
Hurricane,Humanoid,human,2,PotA,https://5e.tools/bestiary.html#hurricane_pota
Husk Zombie,Undead,,1,EGW,https://5e.tools/bestiary.html#husk%20zombie_egw
Hutijin,Fiend,devil,21,MTF,https://5e.tools/bestiary.html#hutijin_mtf
Hybrid Brute,Humanoid,Simic hybrid,2,GGR,https://5e.tools/bestiary.html#hybrid%20brute_ggr
Hybrid Flier,Humanoid,Simic hybrid,2,GGR,https://5e.tools/bestiary.html#hybrid%20flier_ggr
Hybrid Poisoner,Humanoid,Simic hybrid,1,GGR,https://5e.tools/bestiary.html#hybrid%20poisoner_ggr
Hybrid Shocker,Humanoid,Simic hybrid,1,GGR,https://5e.tools/bestiary.html#hybrid%20shocker_ggr
Hybrid Spy,Humanoid,Simic hybrid,1/2,GGR,https://5e.tools/bestiary.html#hybrid%20spy_ggr
Hydia Moonmusk,Humanoid,human,5,SKT,https://5e.tools/bestiary.html#hydia%20moonmusk_skt
Hydra,Monstrosity,,8,MM,https://5e.tools/bestiary.html#hydra_mm
Hydroloth,Fiend,yugoloth,9,MTF,https://5e.tools/bestiary.html#hydroloth_mtf
Hyena,Beast,,0,MM,https://5e.tools/bestiary.html#hyena_mm
Hypnos Magen,Construct,,1,IDRotF,https://5e.tools/bestiary.html#hypnos%20magen_idrotf
Hythonia,Monstrosity,,17,MOT,https://5e.tools/bestiary.html#hythonia_mot
Ice Devil,Fiend,devil,14,MM,https://5e.tools/bestiary.html#ice%20devil_mm
Ice Mephit,Elemental,,1/2,MM,https://5e.tools/bestiary.html#ice%20mephit_mm
Ice Piercer,Monstrosity,,1/2,IDRotF,https://5e.tools/bestiary.html#ice%20piercer_idrotf
Ice Spider,Beast,,1,SKT,https://5e.tools/bestiary.html#ice%20spider_skt
Ice Spider Queen,Beast,,2,SKT,https://5e.tools/bestiary.html#ice%20spider%20queen_skt
Ice Toad,Monstrosity,,1,RoT,https://5e.tools/bestiary.html#ice%20toad_rot
Ice Troll,Giant,,5,RoT,https://5e.tools/bestiary.html#ice%20troll_rot
Ice Troll,Giant,,8,IDRotF,https://5e.tools/bestiary.html#ice%20troll_idrotf
Icewind Kobold,Humanoid,kobold,1/8,IDRotF,https://5e.tools/bestiary.html#icewind%20kobold_idrotf
Icewind Kobold Zombie,Undead,,1/8,IDRotF,https://5e.tools/bestiary.html#icewind%20kobold%20zombie_idrotf
Ifan Talro'a,Humanoid,human,1/8,ToA,https://5e.tools/bestiary.html#ifan%20talro'a_toa
Illithilich,Undead,,22,VGM,https://5e.tools/bestiary.html#illithilich_vgm
Illusionist,Humanoid,any race,3,VGM,https://5e.tools/bestiary.html#illusionist_vgm
Ilvara Mizzrym,Humanoid,elf,8,OotA,https://5e.tools/bestiary.html#ilvara%20mizzrym_oota
Imix,Elemental,,19,PotA,https://5e.tools/bestiary.html#imix_pota
Immortal Lotus Monk,Humanoid,,5,CM,https://5e.tools/bestiary.html#immortal%20lotus%20monk_cm
Imp,Fiend,devil,1,MM,https://5e.tools/bestiary.html#imp_mm
Imperator Uthor,Giant,,13,SKT,https://5e.tools/bestiary.html#imperator%20uthor_skt
Incubus,Fiend,shapechanger,4,MM,https://5e.tools/bestiary.html#incubus_mm
Indentured Spirit,Undead,,1,GGR,https://5e.tools/bestiary.html#indentured%20spirit_ggr
Infant Basilisk,Monstrosity,,0,OotA,https://5e.tools/bestiary.html#infant%20basilisk_oota
Infant Hook Horror,Monstrosity,,0,OotA,https://5e.tools/bestiary.html#infant%20hook%20horror_oota
Inquisitor of the Mind Fire,Humanoid,,8,VRGR,https://5e.tools/bestiary.html#inquisitor%20of%20the%20mind%20fire_vrgr
Inquisitor of the Sword,Humanoid,,8,VRGR,https://5e.tools/bestiary.html#inquisitor%20of%20the%20sword_vrgr
Inquisitor of the Tome,Humanoid,,8,VRGR,https://5e.tools/bestiary.html#inquisitor%20of%20the%20tome_vrgr
Inspired,Humanoid,human,2,ERLW,https://5e.tools/bestiary.html#inspired_erlw
Intellect Devourer,Aberration,,2,MM,https://5e.tools/bestiary.html#intellect%20devourer_mm
Intelligent Black Pudding,Ooze,,4,WDMM,https://5e.tools/bestiary.html#intelligent%20black%20pudding_wdmm
Invisible Stalker,Elemental,,6,MM,https://5e.tools/bestiary.html#invisible%20stalker_mm
Ireena Kolyana,Humanoid,human,1/8,CoS,https://5e.tools/bestiary.html#ireena%20kolyana_cos
Irisoth,Humanoid,half-elf,0,TftYP,https://5e.tools/bestiary.html#irisoth_tftyp
Iron Cobra,Construct,,4,MTF,https://5e.tools/bestiary.html#iron%20cobra_mtf
Iron Consul,Humanoid,human,2,BGDIA,https://5e.tools/bestiary.html#iron%20consul_bgdia
Iron Defender,Construct,,—,UAAR,https://5e.tools/bestiary.html#iron%20defender_uaar
Iron Defender,Construct,,1,ERLW,https://5e.tools/bestiary.html#iron%20defender_erlw
Iron Golem,Construct,,16,MM,https://5e.tools/bestiary.html#iron%20golem_mm
Iron Spider,Construct,,—,WDMM,https://5e.tools/bestiary.html#iron%20spider_wdmm
Ironscale Hydra,Monstrosity,,12,MOT,https://5e.tools/bestiary.html#ironscale%20hydra_mot
Isarr Kronenstrom,Humanoid,human,8,IDRotF,https://5e.tools/bestiary.html#isarr%20kronenstrom_idrotf
Isendraug,Dragon,,13,SKT,https://5e.tools/bestiary.html#isendraug_skt
Ishel,Humanoid,elf,1/2,EGW,https://5e.tools/bestiary.html#ishel_egw
Iskander,Humanoid,human,6,RoT,https://5e.tools/bestiary.html#iskander_rot
Ismark Kolyanovich,Humanoid,human,3,CoS,https://5e.tools/bestiary.html#ismark%20kolyanovich_cos
Isolde,Fey,elf,5,VRGR,https://5e.tools/bestiary.html#isolde_vrgr
Isperia,Monstrosity,,21,GGR,https://5e.tools/bestiary.html#isperia_ggr
Istrid Horn,Humanoid,dwarf,8,WDH,https://5e.tools/bestiary.html#istrid%20horn_wdh
Ixitxachitl,Aberration,,1/4,OotA,https://5e.tools/bestiary.html#ixitxachitl_oota
Ixitxachitl Cleric,Aberration,,1/4,OotA,https://5e.tools/bestiary.html#ixitxachitl%20cleric_oota
Iymrith,Dragon,,23,SKT,https://5e.tools/bestiary.html#iymrith_skt
Izek Strazni,Humanoid,human,5,CoS,https://5e.tools/bestiary.html#izek%20strazni_cos
Jackal,Beast,,0,MM,https://5e.tools/bestiary.html#jackal_mm
Jackalwere,Humanoid,shapechanger,1/2,MM,https://5e.tools/bestiary.html#jackalwere_mm
Jaculi,Beast,,1/2,ToA,https://5e.tools/bestiary.html#jaculi_toa
Jade Giant Spider,Construct,,10,OotA,https://5e.tools/bestiary.html#jade%20giant%20spider_oota
Jade Tigress,Humanoid,human,8,CM,https://5e.tools/bestiary.html#jade%20tigress_cm
Jalester Silvermane,Humanoid,human,4,WDH,https://5e.tools/bestiary.html#jalester%20silvermane_wdh
Jamna Gleamsilver,Humanoid,gnome,1,HotDQ,https://5e.tools/bestiary.html#jamna%20gleamsilver_hotdq
Jandar Chergoba,Humanoid,tiefling,2,WDH,https://5e.tools/bestiary.html#jandar%20chergoba_wdh
Jarad Vod Savo,Undead,,22,GGR,https://5e.tools/bestiary.html#jarad%20vod%20savo_ggr
Jarl Grugnur,Giant,,9,TftYP,https://5e.tools/bestiary.html#jarl%20grugnur_tftyp
Jarl Storvald,Giant,,8,SKT,https://5e.tools/bestiary.html#jarl%20storvald_skt
Jarlaxle Baenre,Humanoid,elf,15,WDH,https://5e.tools/bestiary.html#jarlaxle%20baenre_wdh
Jarund Elkhardt,Humanoid,human,5,IDRotF,https://5e.tools/bestiary.html#jarund%20elkhardt_idrotf
Jasper Dimmerchasm,Humanoid,dwarf,3,SKT,https://5e.tools/bestiary.html#jasper%20dimmerchasm_skt
Jelayne,Undead,,1/4,OoW,https://5e.tools/bestiary.html#jelayne_oow
Jenks,Humanoid,human,Unknown,WDH,https://5e.tools/bestiary.html#jenks_wdh
Jermlaine,Humanoid,jermlaine,1/8,MFF,https://5e.tools/bestiary.html#jermlaine_mff
Jessamine,Humanoid,human,8,ToA,https://5e.tools/bestiary.html#jessamine_toa
Jiangshi,Undead,,9,VRGR,https://5e.tools/bestiary.html#jiangshi_vrgr
Jim Darkmagic,Humanoid,human,5,AI,https://5e.tools/bestiary.html#jim%20darkmagic_ai
Jimjar,Humanoid,gnome,1,OotA,https://5e.tools/bestiary.html#jimjar_oota
Jobal,Humanoid,human,1/2,ToA,https://5e.tools/bestiary.html#jobal_toa
Jot,Fiend,demon,1,TftYP,https://5e.tools/bestiary.html#jot_tftyp
Juiblex,Fiend,demon,23,MTF,https://5e.tools/bestiary.html#juiblex_mtf
Junior Drow Priestess of Lolth,Humanoid,elf,2,WDMM,https://5e.tools/bestiary.html#junior%20drow%20priestess%20of%20lolth_wdmm
Juvenile Hook Horror,Monstrosity,,2,OotA,https://5e.tools/bestiary.html#juvenile%20hook%20horror_oota
Juvenile Kraken,Monstrosity,titan,14,GoS,https://5e.tools/bestiary.html#juvenile%20kraken_gos
Juvenile Mimic,Monstrosity,shapechanger,0,TCE,https://5e.tools/bestiary.html#juvenile%20mimic_tce
K'thriss Drow'b,Humanoid,elf,3,AI,https://5e.tools/bestiary.html#k'thriss%20drow'b_ai
K'Tulah,Humanoid,tabaxi,2,CM,https://5e.tools/bestiary.html#k'tulah_cm
Kaaltar,Giant,,0,SKT,https://5e.tools/bestiary.html#kaaltar_skt
Kaarghaz,Humanoid,troglodyte,2,TftYP,https://5e.tools/bestiary.html#kaarghaz_tftyp
