NAME,TYPE,WEIGHT,ATTUNEMENT,RARITY,SOURCE,LINK
"Figurine of Wondrous Power, Onyx Dog",Wondrous Item,—,N,Rare,DMG,https://5e.tools/items.html#figurine%20of%20wondrous%20power%2c%20onyx%20dog_dmg
"Figurine of Wondrous Power, Serpentine Owl",Wondrous Item,—,N,Rare,DMG,https://5e.tools/items.html#figurine%20of%20wondrous%20power%2c%20serpentine%20owl_dmg
"Figurine of Wondrous Power, Silver Raven",Wondrous Item,—,N,Uncommon,DMG,https://5e.tools/items.html#figurine%20of%20wondrous%20power%2c%20silver%20raven_dmg
Finder's Goggles,Wondrous Item,—,Y,Uncommon,ERLW,https://5e.tools/items.html#finder's%20goggles_erlw
Fire Absorbing Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#fire%20absorbing%20tattoo_tce
Flail Armblade,"Martial Weapon, Melee Weapon",2 lb.,Y,Common,ERLW,https://5e.tools/items.html#flail%20armblade_erlw
Flail of Certain Death,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,EGW,https://5e.tools/items.html#flail%20of%20certain%20death_egw
Flail of Warning,"Martial Weapon, Melee Weapon",2 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#flail%20of%20warning_dmg
Flame Tongue,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#flame%20tongue_dmg
Flame Tongue Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,Y,Rare,DMG,https://5e.tools/items.html#flame%20tongue%20double-bladed%20scimitar_dmg
Flame Tongue Greatsword,"Martial Weapon, Melee Weapon",6 lb.,Y,Rare,DMG,https://5e.tools/items.html#flame%20tongue%20greatsword_dmg
Flame Tongue Longsword,"Martial Weapon, Melee Weapon",3 lb.,Y,Rare,DMG,https://5e.tools/items.html#flame%20tongue%20longsword_dmg
Flame Tongue Rapier,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,DMG,https://5e.tools/items.html#flame%20tongue%20rapier_dmg
Flame Tongue Scimitar,"Martial Weapon, Melee Weapon",3 lb.,Y,Rare,DMG,https://5e.tools/items.html#flame%20tongue%20scimitar_dmg
Flame Tongue Shortsword,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,DMG,https://5e.tools/items.html#flame%20tongue%20shortsword_dmg
Flying Chariot,Wondrous Item,—,N,Rare,MOT,https://5e.tools/items.html#flying%20chariot_mot
Folding Boat,Wondrous Item,4 lb.,N,Rare,DMG,https://5e.tools/items.html#folding%20boat_dmg
Force Absorbing Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#force%20absorbing%20tattoo_tce
Frost Brand,Generic Variant,—,Y,Very Rare,DMG,https://5e.tools/items.html#frost%20brand_dmg
Frost Brand Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#frost%20brand%20double-bladed%20scimitar_dmg
Frost Brand Greatsword,"Martial Weapon, Melee Weapon",6 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#frost%20brand%20greatsword_dmg
Frost Brand Longsword,"Martial Weapon, Melee Weapon",3 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#frost%20brand%20longsword_dmg
Frost Brand Rapier,"Martial Weapon, Melee Weapon",2 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#frost%20brand%20rapier_dmg
Frost Brand Scimitar,"Martial Weapon, Melee Weapon",3 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#frost%20brand%20scimitar_dmg
Frost Brand Shortsword,"Martial Weapon, Melee Weapon",2 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#frost%20brand%20shortsword_dmg
Fulminating Treatise,Wondrous Item,3 lb.,Y,Rare,TCE,https://5e.tools/items.html#fulminating%20treatise_tce
Galder's Bubble Pipe,Wondrous Item,—,Y,Rare,LLK,https://5e.tools/items.html#galder's%20bubble%20pipe_llk
Gambler's Blade,Generic Variant,—,Y,Rare,LLK,https://5e.tools/items.html#gambler's%20blade_llk
Gambler's Blade Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,Y,Rare,LLK,https://5e.tools/items.html#gambler's%20blade%20double-bladed%20scimitar_llk
Gambler's Blade Greatsword,"Martial Weapon, Melee Weapon",6 lb.,Y,Rare,LLK,https://5e.tools/items.html#gambler's%20blade%20greatsword_llk
Gambler's Blade Longsword,"Martial Weapon, Melee Weapon",3 lb.,Y,Rare,LLK,https://5e.tools/items.html#gambler's%20blade%20longsword_llk
Gambler's Blade Rapier,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,LLK,https://5e.tools/items.html#gambler's%20blade%20rapier_llk
Gambler's Blade Scimitar,"Martial Weapon, Melee Weapon",3 lb.,Y,Rare,LLK,https://5e.tools/items.html#gambler's%20blade%20scimitar_llk
Gambler's Blade Shortsword,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,LLK,https://5e.tools/items.html#gambler's%20blade%20shortsword_llk
Gauntlets of Flaming Fury,Wondrous Item,—,Y,Rare,BGDIA,https://5e.tools/items.html#gauntlets%20of%20flaming%20fury_bgdia
Gauntlets of Ogre Power,Wondrous Item,—,Y,Uncommon,DMG,https://5e.tools/items.html#gauntlets%20of%20ogre%20power_dmg
Gavel of the Venn Rune,Wondrous Item,—,Y,Rare,SKT,https://5e.tools/items.html#gavel%20of%20the%20venn%20rune_skt
Gem of Brightness,Wondrous Item,1 lb.,N,Uncommon,DMG,https://5e.tools/items.html#gem%20of%20brightness_dmg
Gem of Seeing,Wondrous Item,1 lb.,Y,Rare,DMG,https://5e.tools/items.html#gem%20of%20seeing_dmg
Ghost Lantern,Wondrous Item,1 lb.,Y,Rare,ToA,https://5e.tools/items.html#ghost%20lantern_toa
Ghost Step Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#ghost%20step%20tattoo_tce
Ghost Step Tattoo,"Wondrous Item, Tattoo",—,Y,Rare,UA20SMT,https://5e.tools/items.html#ghost%20step%20tattoo_ua20smt
Giant Slayer,Generic Variant,—,N,Rare,DMG,https://5e.tools/items.html#giant%20slayer_dmg
Giant Slayer Battleaxe,"Martial Weapon, Melee Weapon",4 lb.,N,Rare,DMG,https://5e.tools/items.html#giant%20slayer%20battleaxe_dmg
Giant Slayer Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,N,Rare,DMG,https://5e.tools/items.html#giant%20slayer%20double-bladed%20scimitar_dmg
Giant Slayer Greataxe,"Martial Weapon, Melee Weapon",7 lb.,N,Rare,DMG,https://5e.tools/items.html#giant%20slayer%20greataxe_dmg
Giant Slayer Greatsword,"Martial Weapon, Melee Weapon",6 lb.,N,Rare,DMG,https://5e.tools/items.html#giant%20slayer%20greatsword_dmg
Giant Slayer Handaxe,"Simple Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#giant%20slayer%20handaxe_dmg
Giant Slayer Longsword,"Martial Weapon, Melee Weapon",3 lb.,N,Rare,DMG,https://5e.tools/items.html#giant%20slayer%20longsword_dmg
Giant Slayer Rapier,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#giant%20slayer%20rapier_dmg
Giant Slayer Scimitar,"Martial Weapon, Melee Weapon",3 lb.,N,Rare,DMG,https://5e.tools/items.html#giant%20slayer%20scimitar_dmg
Giant Slayer Shortsword,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#giant%20slayer%20shortsword_dmg
Glaive of Certain Death,"Martial Weapon, Melee Weapon",6 lb.,N,Rare,EGW,https://5e.tools/items.html#glaive%20of%20certain%20death_egw
Glaive of Warning,"Martial Weapon, Melee Weapon",6 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#glaive%20of%20warning_dmg
Glamoured Studded Leather,Light Armor,13 lb.,N,Rare,DMG,https://5e.tools/items.html#glamoured%20studded%20leather_dmg
Gloves of Missile Snaring,Wondrous Item,—,Y,Uncommon,DMG,https://5e.tools/items.html#gloves%20of%20missile%20snaring_dmg
Gloves of Soul Catching,Wondrous Item,—,Y,Legendary,CM,https://5e.tools/items.html#gloves%20of%20soul%20catching_cm
Gloves of Swimming and Climbing,Wondrous Item,—,Y,Uncommon,DMG,https://5e.tools/items.html#gloves%20of%20swimming%20and%20climbing_dmg
Gloves of Thievery,Wondrous Item,—,N,Uncommon,DMG,https://5e.tools/items.html#gloves%20of%20thievery_dmg
Goggles of Night,Wondrous Item,—,N,Uncommon,DMG,https://5e.tools/items.html#goggles%20of%20night_dmg
Goggles of Object Reading,Wondrous Item,—,Y,Uncommon,EGW,https://5e.tools/items.html#goggles%20of%20object%20reading_egw
Gold Dragon Scale Mail,Medium Armor,45 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#gold%20dragon%20scale%20mail_dmg
Golgari Guild Signet,Ring,—,Y,Uncommon,GGR,https://5e.tools/items.html#golgari%20guild%20signet_ggr
Golgari Keyrune,Wondrous Item,—,Y,Very Rare,GGR,https://5e.tools/items.html#golgari%20keyrune_ggr
Greataxe of Certain Death,"Martial Weapon, Melee Weapon",7 lb.,N,Rare,EGW,https://5e.tools/items.html#greataxe%20of%20certain%20death_egw
Greataxe of Warning,"Martial Weapon, Melee Weapon",7 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#greataxe%20of%20warning_dmg
Greatclub of Certain Death,"Simple Weapon, Melee Weapon",10 lb.,N,Rare,EGW,https://5e.tools/items.html#greatclub%20of%20certain%20death_egw
Greatclub of Warning,"Simple Weapon, Melee Weapon",10 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#greatclub%20of%20warning_dmg
Greater Silver Sword,"Martial Weapon, Melee Weapon",6 lb.,Y,Legendary,MTF,https://5e.tools/items.html#greater%20silver%20sword_mtf
Greatsword of Certain Death,"Martial Weapon, Melee Weapon",6 lb.,N,Rare,EGW,https://5e.tools/items.html#greatsword%20of%20certain%20death_egw
Greatsword of Life Stealing,"Martial Weapon, Melee Weapon",6 lb.,Y,Rare,DMG,https://5e.tools/items.html#greatsword%20of%20life%20stealing_dmg
Greatsword of Sharpness,"Martial Weapon, Melee Weapon",6 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#greatsword%20of%20sharpness_dmg
Greatsword of the Medusa,"Martial Weapon, Melee Weapon",6 lb.,Y,Very Rare,LLK,https://5e.tools/items.html#greatsword%20of%20the%20medusa_llk
Greatsword of Vengeance,"Martial Weapon, Melee Weapon",6 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#greatsword%20of%20vengeance_dmg
Greatsword of Warning,"Martial Weapon, Melee Weapon",6 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#greatsword%20of%20warning_dmg
Greatsword of Wounding,"Martial Weapon, Melee Weapon",6 lb.,Y,Rare,DMG,https://5e.tools/items.html#greatsword%20of%20wounding_dmg
Green Dragon Mask,Wondrous Item,—,Y,Legendary,RoTOS,https://5e.tools/items.html#green%20dragon%20mask_rotos
Green Dragon Scale Mail,Medium Armor,45 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#green%20dragon%20scale%20mail_dmg
Grimoire Infinitus,Wondrous Item,3 lb.,Y,Legendary,EGW,https://5e.tools/items.html#grimoire%20infinitus_egw
Grovelthrash,"Martial Weapon, Melee Weapon",2 lb.,Y,Artifact,EGW,https://5e.tools/items.html#grovelthrash_egw
Gruul Guild Signet,Ring,—,Y,Uncommon,GGR,https://5e.tools/items.html#gruul%20guild%20signet_ggr
Gruul Keyrune,Wondrous Item,—,Y,Rare,GGR,https://5e.tools/items.html#gruul%20keyrune_ggr
Guardian Emblem,Wondrous Item,0.32 oz.,Y,Uncommon,TCE,https://5e.tools/items.html#guardian%20emblem_tce
Guild Signet,Ring,—,Y,Uncommon,GGR,https://5e.tools/items.html#guild%20signet_ggr
Gulthias Staff,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Rare,CoS,https://5e.tools/items.html#gulthias%20staff_cos
Gurt's Greataxe,"Martial Weapon, Melee Weapon",325 lb.,Y,Legendary,SKT,https://5e.tools/items.html#gurt's%20greataxe_skt
Halberd of Certain Death,"Martial Weapon, Melee Weapon",6 lb.,N,Rare,EGW,https://5e.tools/items.html#halberd%20of%20certain%20death_egw
Halberd of Warning,"Martial Weapon, Melee Weapon",6 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#halberd%20of%20warning_dmg
Half Plate Armor of Acid Resistance,Medium Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#half%20plate%20armor%20of%20acid%20resistance_dmg
Half Plate Armor of Cold Resistance,Medium Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#half%20plate%20armor%20of%20cold%20resistance_dmg
Half Plate Armor of Fire Resistance,Medium Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#half%20plate%20armor%20of%20fire%20resistance_dmg
Half Plate Armor of Force Resistance,Medium Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#half%20plate%20armor%20of%20force%20resistance_dmg
Half Plate Armor of Gleaming,Medium Armor,40 lb.,N,Common,XGE,https://5e.tools/items.html#half%20plate%20armor%20of%20gleaming_xge
Half Plate Armor of Lightning Resistance,Medium Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#half%20plate%20armor%20of%20lightning%20resistance_dmg
Half Plate Armor of Necrotic Resistance,Medium Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#half%20plate%20armor%20of%20necrotic%20resistance_dmg
Half Plate Armor of Poison Resistance,Medium Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#half%20plate%20armor%20of%20poison%20resistance_dmg
Half Plate Armor of Psychic Resistance,Medium Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#half%20plate%20armor%20of%20psychic%20resistance_dmg
Half Plate Armor of Radiant Resistance,Medium Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#half%20plate%20armor%20of%20radiant%20resistance_dmg
Half Plate Armor of Thunder Resistance,Medium Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#half%20plate%20armor%20of%20thunder%20resistance_dmg
Hammer of Thunderbolts,"Martial Weapon, Melee Weapon",10 lb.,N,Legendary,DMG,https://5e.tools/items.html#hammer%20of%20thunderbolts_dmg
Hand Crossbow of Certain Death,"Martial Weapon, Ranged Weapon",3 lb.,N,Rare,EGW,https://5e.tools/items.html#hand%20crossbow%20of%20certain%20death_egw
Hand Crossbow of Warning,"Martial Weapon, Ranged Weapon",3 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#hand%20crossbow%20of%20warning_dmg
Hand of Vecna,Wondrous Item,—,Y,Artifact,DMG,https://5e.tools/items.html#hand%20of%20vecna_dmg
Handaxe Armblade,"Simple Weapon, Melee Weapon",2 lb.,Y,Common,ERLW,https://5e.tools/items.html#handaxe%20armblade_erlw
Handaxe of Certain Death,"Simple Weapon, Melee Weapon",2 lb.,N,Rare,EGW,https://5e.tools/items.html#handaxe%20of%20certain%20death_egw
Handaxe of Warning,"Simple Weapon, Melee Weapon",2 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#handaxe%20of%20warning_dmg
Harkon's Bite,Wondrous Item,—,Y,Uncommon,VRGR,https://5e.tools/items.html#harkon's%20bite_vrgr
Hat of Disguise,Wondrous Item,—,Y,Uncommon,DMG,https://5e.tools/items.html#hat%20of%20disguise_dmg
Hat of Vermin,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#hat%20of%20vermin_xge
Hat of Wizardry,Wondrous Item,—,Y,Common,XGE,https://5e.tools/items.html#hat%20of%20wizardry_xge
Hazirawn,"Martial Weapon, Melee Weapon",6 lb.,Y,Legendary,HotDQ,https://5e.tools/items.html#hazirawn_hotdq
Headband of Intellect,Wondrous Item,—,Y,Uncommon,DMG,https://5e.tools/items.html#headband%20of%20intellect_dmg
Heart Weaver's Primer,Wondrous Item,3 lb.,Y,Rare,TCE,https://5e.tools/items.html#heart%20weaver's%20primer_tce
Heartstone,Other,—,N,Very Rare,MM,https://5e.tools/items.html#heartstone_mm
Heavy Crossbow of Certain Death,"Martial Weapon, Ranged Weapon",18 lb.,N,Rare,EGW,https://5e.tools/items.html#heavy%20crossbow%20of%20certain%20death_egw
Heavy Crossbow of Warning,"Martial Weapon, Ranged Weapon",18 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#heavy%20crossbow%20of%20warning_dmg
Hell Hound Cloak,Wondrous Item,1 lb.,Y,Rare,TftYP,https://5e.tools/items.html#hell%20hound%20cloak_tftyp
Hellfire Antimatter Rifle,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",10 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20antimatter%20rifle_bgdia
Hellfire Automatic Pistol,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20automatic%20pistol_bgdia
Hellfire Automatic Rifle,"Firearm, Modern, Martial Weapon, Ranged Weapon",8 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20automatic%20rifle_bgdia
Hellfire Battleaxe,"Martial Weapon, Melee Weapon",4 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20battleaxe_bgdia
Hellfire Blowgun,"Martial Weapon, Ranged Weapon",1 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20blowgun_bgdia
Hellfire Club,"Simple Weapon, Melee Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20club_bgdia
Hellfire Dagger,"Simple Weapon, Melee Weapon",1 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20dagger_bgdia
Hellfire Dart,"Simple Weapon, Ranged Weapon",¼ lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20dart_bgdia
Hellfire Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20double-bladed%20scimitar_bgdia
Hellfire Flail,"Martial Weapon, Melee Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20flail_bgdia
Hellfire Glaive,"Martial Weapon, Melee Weapon",6 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20glaive_bgdia
Hellfire Greataxe,"Martial Weapon, Melee Weapon",7 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20greataxe_bgdia
Hellfire Greatclub,"Simple Weapon, Melee Weapon",10 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20greatclub_bgdia
Hellfire Greatsword,"Martial Weapon, Melee Weapon",6 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20greatsword_bgdia
Hellfire Halberd,"Martial Weapon, Melee Weapon",6 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20halberd_bgdia
Hellfire Hand Crossbow,"Martial Weapon, Ranged Weapon",3 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20hand%20crossbow_bgdia
Hellfire Handaxe,"Simple Weapon, Melee Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20handaxe_bgdia
Hellfire Heavy Crossbow,"Martial Weapon, Ranged Weapon",18 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20heavy%20crossbow_bgdia
Hellfire Hooked Shortspear,"Martial Weapon, Melee Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20hooked%20shortspear_bgdia
Hellfire Hunting Rifle,"Firearm, Modern, Martial Weapon, Ranged Weapon",8 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20hunting%20rifle_bgdia
Hellfire Javelin,"Simple Weapon, Melee Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20javelin_bgdia
Hellfire Lance,"Martial Weapon, Melee Weapon",6 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20lance_bgdia
Hellfire Laser Pistol,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20laser%20pistol_bgdia
Hellfire Laser Rifle,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",7 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20laser%20rifle_bgdia
Hellfire Light Crossbow,"Simple Weapon, Ranged Weapon",5 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20light%20crossbow_bgdia
Hellfire Light Hammer,"Simple Weapon, Melee Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20light%20hammer_bgdia
Hellfire Light Repeating Crossbow,"Simple Weapon, Ranged Weapon",5 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20light%20repeating%20crossbow_bgdia
Hellfire Longbow,"Martial Weapon, Ranged Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20longbow_bgdia
Hellfire Longsword,"Martial Weapon, Melee Weapon",3 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20longsword_bgdia
Hellfire Mace,"Simple Weapon, Melee Weapon",4 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20mace_bgdia
Hellfire Maul,"Martial Weapon, Melee Weapon",10 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20maul_bgdia
Hellfire Morningstar,"Martial Weapon, Melee Weapon",4 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20morningstar_bgdia
Hellfire Musket,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",10 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20musket_bgdia
Hellfire Net,"Martial Weapon, Ranged Weapon",3 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20net_bgdia
Hellfire Pike,"Martial Weapon, Melee Weapon",18 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20pike_bgdia
Hellfire Pistol,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",3 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20pistol_bgdia
Hellfire Quarterstaff,"Simple Weapon, Melee Weapon",4 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20quarterstaff_bgdia
Hellfire Rapier,"Martial Weapon, Melee Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20rapier_bgdia
Hellfire Revolver,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20revolver_bgdia
Hellfire Scimitar,"Martial Weapon, Melee Weapon",3 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20scimitar_bgdia
Hellfire Shortbow,"Simple Weapon, Ranged Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20shortbow_bgdia
Hellfire Shortsword,"Martial Weapon, Melee Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20shortsword_bgdia
Hellfire Shotgun,"Firearm, Modern, Martial Weapon, Ranged Weapon",7 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20shotgun_bgdia
Hellfire Sickle,"Simple Weapon, Melee Weapon",2 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20sickle_bgdia
Hellfire Sling,"Simple Weapon, Ranged Weapon",—,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20sling_bgdia
Hellfire Spear,"Simple Weapon, Melee Weapon",3 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20spear_bgdia
Hellfire Trident,"Martial Weapon, Melee Weapon",4 lb.,N,Uncommon,BGDIA,https://5e.tools/items.html#hellfire%20trident_bgdia
